Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio,ANSWER,Test1,Test2
51,1.60122E+12,27/09/2020 15:21:37,1.60122E+12,-4,27/09/2020 11:21:38,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,END TASK,,,,,141348,,,,,0,1,0,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.60089E+12,23/09/2020 20:27:24,1.60089E+12,-4,23/09/2020 16:29:35,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1.60089E+12,23/09/2020 20:27:42,1.60089E+12,-4,23/09/2020 16:29:54,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,16576.755,,,,,0,1,0,,,,,,Test Description,,,,
3,1.60089E+12,23/09/2020 20:27:44,1.60089E+12,-4,23/09/2020 16:29:56,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,1,1,Screen 1,audio,content_audio,1527.035,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
4,1.60089E+12,23/09/2020 20:27:44,1.60089E+12,-4,23/09/2020 16:29:56,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,1,2,Screen 2,fixation,fixation,449.075,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
5,1.60089E+12,23/09/2020 20:27:46,1.60089E+12,-4,23/09/2020 16:29:58,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,1,3,Screen 3,advancementZone,content_audio,1484.635,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
6,1.60089E+12,23/09/2020 20:27:50,1.60089E+12,-4,23/09/2020 16:30:01,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,1,4,Screen 4,buttonA,response_button_image,3767.885,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
7,1.60089E+12,23/09/2020 20:27:51,1.60089E+12,-4,23/09/2020 16:30:03,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,2,1,Screen 1,audio,content_audio,1498.205,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
8,1.60089E+12,23/09/2020 20:27:52,1.60089E+12,-4,23/09/2020 16:30:03,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,2,2,Screen 2,fixation,fixation,450.054,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
9,1.60089E+12,23/09/2020 20:27:53,1.60089E+12,-4,23/09/2020 16:30:05,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,2,3,Screen 3,advancementZone,content_audio,1489.315,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
10,1.60089E+12,23/09/2020 20:27:55,1.60089E+12,-4,23/09/2020 16:30:07,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,2,4,Screen 4,buttonA,response_button_image,1598.655,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
11,1.60089E+12,23/09/2020 20:27:56,1.60089E+12,-4,23/09/2020 16:30:08,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,1,Screen 1,audio,content_audio,1504.65,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
12,1.60089E+12,23/09/2020 20:27:57,1.60089E+12,-4,23/09/2020 16:30:09,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,2,Screen 2,fixation,fixation,450.307,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
13,1.60089E+12,23/09/2020 20:27:58,1.60089E+12,-4,23/09/2020 16:30:10,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,3,Screen 3,advancementZone,content_audio,1481.31,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
14,1.60089E+12,23/09/2020 20:28:00,1.60089E+12,-4,23/09/2020 16:30:11,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,4,Screen 4,buttonB,response_button_image,1358.27,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
15,1.60089E+12,23/09/2020 20:28:01,1.60089E+12,-4,23/09/2020 16:30:13,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,4,1,Screen 1,audio,content_audio,1530.15,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
16,1.60089E+12,23/09/2020 20:28:02,1.60089E+12,-4,23/09/2020 16:30:13,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,4,2,Screen 2,fixation,fixation,449.873,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
17,1.60089E+12,23/09/2020 20:28:03,1.60089E+12,-4,23/09/2020 16:30:15,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,4,3,Screen 3,advancementZone,content_audio,1491.75,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
18,1.60089E+12,23/09/2020 20:28:04,1.60089E+12,-4,23/09/2020 16:30:16,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,4,4,Screen 4,buttonB,response_button_image,613.775,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
19,1.60089E+12,23/09/2020 20:28:05,1.60089E+12,-4,23/09/2020 16:30:17,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,5,1,Screen 1,audio,content_audio,1465.83,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
20,1.60089E+12,23/09/2020 20:28:06,1.60089E+12,-4,23/09/2020 16:30:18,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,5,2,Screen 2,fixation,fixation,450.639,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
21,1.60089E+12,23/09/2020 20:28:07,1.60089E+12,-4,23/09/2020 16:30:19,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,5,3,Screen 3,advancementZone,content_audio,1483.095,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
22,1.60089E+12,23/09/2020 20:28:09,1.60089E+12,-4,23/09/2020 16:30:21,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,5,4,Screen 4,buttonB,response_button_image,2063.41,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
23,1.60089E+12,23/09/2020 20:28:11,1.60089E+12,-4,23/09/2020 16:30:23,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,6,1,Screen 1,audio,content_audio,1517.25,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
24,1.60089E+12,23/09/2020 20:28:11,1.60089E+12,-4,23/09/2020 16:30:23,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,6,2,Screen 2,fixation,fixation,482.646,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
25,1.60089E+12,23/09/2020 20:28:13,1.60089E+12,-4,23/09/2020 16:30:25,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,6,3,Screen 3,advancementZone,content_audio,1480.135,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
26,1.60089E+12,23/09/2020 20:28:14,1.60089E+12,-4,23/09/2020 16:30:25,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,6,4,Screen 4,buttonA,response_button_image,548.405,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
27,1.60089E+12,23/09/2020 20:28:15,1.60089E+12,-4,23/09/2020 16:30:27,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,7,1,Screen 1,audio,content_audio,1532.725,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
28,1.60089E+12,23/09/2020 20:28:16,1.60089E+12,-4,23/09/2020 16:30:27,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,7,2,Screen 2,fixation,fixation,449.992,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
29,1.60089E+12,23/09/2020 20:28:17,1.60089E+12,-4,23/09/2020 16:30:29,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,7,3,Screen 3,advancementZone,content_audio,1464.84,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
30,1.60089E+12,23/09/2020 20:28:18,1.60089E+12,-4,23/09/2020 16:30:29,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,7,4,Screen 4,buttonB,response_button_image,501.315,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
31,1.60089E+12,23/09/2020 20:28:19,1.60089E+12,-4,23/09/2020 16:30:31,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,8,1,Screen 1,audio,content_audio,1457.325,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
32,1.60089E+12,23/09/2020 20:28:19,1.60089E+12,-4,23/09/2020 16:30:31,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,8,2,Screen 2,fixation,fixation,449.794,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
33,1.60089E+12,23/09/2020 20:28:21,1.60089E+12,-4,23/09/2020 16:30:33,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,8,3,Screen 3,advancementZone,content_audio,1479.535,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
34,1.60089E+12,23/09/2020 20:28:22,1.60089E+12,-4,23/09/2020 16:30:33,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,8,4,Screen 4,buttonB,response_button_image,535.24,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
35,1.60089E+12,23/09/2020 20:28:23,1.60089E+12,-4,23/09/2020 16:30:35,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,1,Screen 1,audio,content_audio,1510.56,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
36,1.60089E+12,23/09/2020 20:28:24,1.60089E+12,-4,23/09/2020 16:30:35,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,2,Screen 2,fixation,fixation,450.308,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
37,1.60089E+12,23/09/2020 20:28:25,1.60089E+12,-4,23/09/2020 16:30:37,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,3,Screen 3,advancementZone,content_audio,1474.725,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
38,1.60089E+12,23/09/2020 20:28:28,1.60089E+12,-4,23/09/2020 16:30:40,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,4,Screen 4,buttonA,response_button_image,2789.12,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
39,1.60089E+12,23/09/2020 20:28:30,1.60089E+12,-4,23/09/2020 16:30:41,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,10,1,Screen 1,audio,content_audio,1527.915,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
40,1.60089E+12,23/09/2020 20:28:30,1.60089E+12,-4,23/09/2020 16:30:42,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,10,2,Screen 2,fixation,fixation,449.489,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
41,1.60089E+12,23/09/2020 20:28:31,1.60089E+12,-4,23/09/2020 16:30:43,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,10,3,Screen 3,advancementZone,content_audio,1459.905,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
42,1.60089E+12,23/09/2020 20:28:32,1.60089E+12,-4,23/09/2020 16:30:44,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,10,4,Screen 4,buttonA,response_button_image,898.465,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
43,1.60089E+12,23/09/2020 20:28:34,1.60089E+12,-4,23/09/2020 16:30:46,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,11,1,Screen 1,audio,content_audio,1487.69,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
44,1.60089E+12,23/09/2020 20:28:34,1.60089E+12,-4,23/09/2020 16:30:46,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,11,2,Screen 2,fixation,fixation,450.763,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
45,1.60089E+12,23/09/2020 20:28:36,1.60089E+12,-4,23/09/2020 16:30:47,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,11,3,Screen 3,advancementZone,content_audio,1489.205,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
46,1.60089E+12,23/09/2020 20:28:36,1.60089E+12,-4,23/09/2020 16:30:48,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,11,4,Screen 4,buttonB,response_button_image,560.865,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
47,1.60089E+12,23/09/2020 20:28:38,1.60089E+12,-4,23/09/2020 16:30:50,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,12,1,Screen 1,audio,content_audio,1486.295,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
48,1.60089E+12,23/09/2020 20:28:38,1.60089E+12,-4,23/09/2020 16:30:50,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,12,2,Screen 2,fixation,fixation,450.26,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
49,1.60089E+12,23/09/2020 20:28:40,1.60089E+12,-4,23/09/2020 16:30:51,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,12,3,Screen 3,advancementZone,content_audio,1490.05,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
50,1.60089E+12,23/09/2020 20:28:42,1.60089E+12,-4,23/09/2020 16:30:53,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,12,4,Screen 4,buttonB,response_button_image,1885.27,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
51,1.60089E+12,23/09/2020 20:28:42,1.60089E+12,-4,23/09/2020 16:30:53,26422,2,task-l2fh,,6916967,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,END TASK,,,,,78016,,,,,0,1,0,,,,,,,,,,
1,1.60114E+12,26/09/2020 18:26:26,1.60114E+12,-4,26/09/2020 14:26:26,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1.60114E+12,26/09/2020 18:26:46,1.60114E+12,-4,26/09/2020 14:26:47,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,19412.7,,,,,0,1,0,,,,,,Test Description,,,,
3,1.60114E+12,26/09/2020 18:26:48,1.60114E+12,-4,26/09/2020 14:26:49,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,1,1,Screen 1,audio,content_audio,1667.8,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
4,1.60114E+12,26/09/2020 18:26:48,1.60114E+12,-4,26/09/2020 14:26:49,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,1,2,Screen 2,fixation,fixation,452.819,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
5,1.60114E+12,26/09/2020 18:26:50,1.60114E+12,-4,26/09/2020 14:26:51,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,1,3,Screen 3,advancementZone,content_audio,1606.8,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
6,1.60114E+12,26/09/2020 18:26:57,1.60114E+12,-4,26/09/2020 14:26:57,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,1,4,Screen 4,buttonA,response_button_image,6555.1,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
