Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,button,table,stim1,stim2,audio,toy1,toy2,toy3,toy4,mary
3,1.60331E+12,21/10/2020 20:28:24,1.60331E+12,-4,21/10/2020 16:28:23,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,6,1,1,LearningTrial1,Zone3,content_audio,8136.65,,,,,0,1,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
4,1.60331E+12,21/10/2020 20:28:28,1.60331E+12,-4,21/10/2020 16:28:27,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,6,1,2,Screen 1,Zone4,response_button_image,3903.8,,,alien_pru5.png,1,1,0,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
5,1.60331E+12,21/10/2020 20:28:36,1.60331E+12,-4,21/10/2020 16:28:35,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,2,2,1,LearningTrial1,Zone3,content_audio,8410.51,,,,,0,1,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
6,1.60331E+12,21/10/2020 20:28:40,1.60331E+12,-4,21/10/2020 16:28:38,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,2,2,2,Screen 1,Zone4,response_button_image,3010.15,,,dino_bink5.png,1,1,0,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
7,1.60331E+12,21/10/2020 20:28:49,1.60331E+12,-4,21/10/2020 16:28:48,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,21,3,1,LearningTrial1,Zone3,content_audio,9483.27,,,,,0,1,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
8,1.60331E+12,21/10/2020 20:28:52,1.60331E+12,-4,21/10/2020 16:28:51,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,21,3,2,Screen 1,Zone4,response_button_image,3257.325,,,alien_apple2.png,1,1,0,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
9,1.60331E+12,21/10/2020 20:29:02,1.60331E+12,-4,21/10/2020 16:29:01,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,15,4,1,LearningTrial1,Zone3,content_audio,9781.145,,,,,0,1,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
10,1.60331E+12,21/10/2020 20:29:03,1.60331E+12,-4,21/10/2020 16:29:02,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,15,4,2,Screen 1,Zone4,response_button_image,1201.98,,,dino_wilp5.png,1,1,0,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
11,1.60331E+12,21/10/2020 20:29:12,1.60331E+12,-4,21/10/2020 16:29:10,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,8,5,1,LearningTrial1,Zone3,content_audio,8063.79,,,,,0,1,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
12,1.60331E+12,21/10/2020 20:29:12,1.60331E+12,-4,21/10/2020 16:29:11,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,8,5,2,Screen 1,Zone2,response_button_image,773.7,,,alien_stad5.png,1,1,0,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
13,1.60331E+12,21/10/2020 20:29:20,1.60331E+12,-4,21/10/2020 16:29:19,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,19,6,1,LearningTrial1,Zone3,content_audio,7538.065,,,,,0,1,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
14,1.60331E+12,21/10/2020 20:29:20,1.60331E+12,-4,21/10/2020 16:29:20,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,19,6,2,Screen 1,Zone4,response_button_image,663.01,,,alien_flower.png,1,1,0,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
15,1.60331E+12,21/10/2020 20:29:30,1.60331E+12,-4,21/10/2020 16:29:29,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,18,7,1,LearningTrial1,Zone3,content_audio,8954.03,,,,,0,1,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
16,1.60331E+12,21/10/2020 20:29:30,1.60331E+12,-4,21/10/2020 16:29:29,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,18,7,2,Screen 1,Zone4,response_button_image,170.375,,,dino_ball.png,1,1,0,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
17,1.60331E+12,21/10/2020 20:29:39,1.60331E+12,-4,21/10/2020 16:29:38,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,5,8,1,LearningTrial1,Zone3,content_audio,8912.38,,,,,0,1,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
18,1.60331E+12,21/10/2020 20:29:39,1.60331E+12,-4,21/10/2020 16:29:38,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,5,8,2,Screen 1,Zone2,response_button_image,129.595,,,dino_gaz5.png,1,1,0,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
19,1.60331E+12,21/10/2020 20:29:48,1.60331E+12,-4,21/10/2020 16:29:48,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,7,9,1,LearningTrial1,Zone3,content_audio,9482.845,,,,,0,1,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
20,1.60331E+12,21/10/2020 20:29:50,1.60331E+12,-4,21/10/2020 16:29:49,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,7,9,2,Screen 1,Zone4,response_button_image,930.275,,,alien_wilp5.png,1,1,0,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
21,1.60331E+12,21/10/2020 20:30:00,1.60331E+12,-4,21/10/2020 16:29:59,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,4,10,1,LearningTrial1,Zone3,content_audio,10275.275,,,,,0,1,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
22,1.60331E+12,21/10/2020 20:30:01,1.60331E+12,-4,21/10/2020 16:30:00,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,4,10,2,Screen 1,Zone2,response_button_image,840.865,,,dino_zeb5.png,1,1,0,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
23,1.60331E+12,21/10/2020 20:30:10,1.60331E+12,-4,21/10/2020 16:30:09,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,16,11,1,LearningTrial1,Zone3,content_audio,8879.255,,,,,0,1,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
24,1.60331E+12,21/10/2020 20:30:14,1.60331E+12,-4,21/10/2020 16:30:13,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,16,11,2,Screen 1,Zone2,response_button_image,4283.945,,,dino_stad5.png,1,1,0,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
25,1.60331E+12,21/10/2020 20:30:23,1.60331E+12,-4,21/10/2020 16:30:22,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,20,12,1,LearningTrial1,Zone3,content_audio,8851.54,,,,,0,1,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
26,1.60331E+12,21/10/2020 20:30:23,1.60331E+12,-4,21/10/2020 16:30:22,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,20,12,2,Screen 1,Zone4,response_button_image,99.575,,,dino_teddy1.png,1,1,0,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
27,1.60331E+12,21/10/2020 20:30:32,1.60331E+12,-4,21/10/2020 16:30:31,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,10,13,1,LearningTrial1,Zone3,content_audio,8493.185,,,,,0,1,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
28,1.60331E+12,21/10/2020 20:30:37,1.60331E+12,-4,21/10/2020 16:30:36,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,10,13,2,Screen 1,Zone2,response_button_image,5326.315,,,dino_bink5.png,1,0,1,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
29,1.60331E+12,21/10/2020 20:30:46,1.60331E+12,-4,21/10/2020 16:30:45,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,14,14,1,LearningTrial1,Zone3,content_audio,9122.885,,,,,0,1,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
30,1.60331E+12,21/10/2020 20:30:47,1.60331E+12,-4,21/10/2020 16:30:46,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,14,14,2,Screen 1,Zone4,response_button_image,538.655,,,dino_pru5.png,1,1,0,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
31,1.60331E+12,21/10/2020 20:30:55,1.60331E+12,-4,21/10/2020 16:30:54,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,17,15,1,LearningTrial1,Zone3,content_audio,7876.18,,,,,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
32,1.60331E+12,21/10/2020 20:30:59,1.60331E+12,-4,21/10/2020 16:30:58,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,17,15,2,Screen 1,Zone2,response_button_image,3980,,,dino_blap5.png,1,1,0,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
33,1.60331E+12,21/10/2020 20:31:07,1.60331E+12,-4,21/10/2020 16:31:06,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,13,16,1,LearningTrial1,Zone3,content_audio,8346.1,,,,,0,1,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
34,1.60331E+12,21/10/2020 20:31:09,1.60331E+12,-4,21/10/2020 16:31:08,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,13,16,2,Screen 1,Zone2,response_button_image,1505.32,,,alien_gaz5.png,1,1,0,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
35,1.60331E+12,21/10/2020 20:31:17,1.60331E+12,-4,21/10/2020 16:31:16,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,9,17,1,LearningTrial1,Zone3,content_audio,8308.74,,,,,0,1,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
36,1.60331E+12,21/10/2020 20:31:17,1.60331E+12,-4,21/10/2020 16:31:17,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,9,17,2,Screen 1,Zone2,response_button_image,387.305,,,alien_blap5.png,1,1,0,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
37,1.60331E+12,21/10/2020 20:31:29,1.60331E+12,-4,21/10/2020 16:31:27,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,3,18,1,LearningTrial1,Zone3,content_audio,10163.995,,,,,0,1,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
38,1.60331E+12,21/10/2020 20:31:37,1.60331E+12,-4,21/10/2020 16:31:36,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,3,18,2,Screen 1,Zone4,response_button_image,8867.01,,,dino_doff5.png,1,1,0,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
39,1.60331E+12,21/10/2020 20:31:46,1.60331E+12,-4,21/10/2020 16:31:45,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,12,19,1,LearningTrial1,Zone3,content_audio,9117.935,,,,,0,1,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
40,1.60331E+12,21/10/2020 20:31:48,1.60331E+12,-4,21/10/2020 16:31:47,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,12,19,2,Screen 1,Zone2,response_button_image,1540.27,,,alien_zeb5.png,1,1,0,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
41,1.60331E+12,21/10/2020 20:31:57,1.60331E+12,-4,21/10/2020 16:31:56,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,11,20,1,LearningTrial1,Zone3,content_audio,9690.275,,,,,0,1,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
42,1.60331E+12,21/10/2020 20:32:01,1.60331E+12,-4,21/10/2020 16:32:00,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,11,20,2,Screen 1,Zone4,response_button_image,3839.405,,,alien_doff5.png,1,1,0,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
43,1.60331E+12,21/10/2020 20:32:03,1.60331E+12,-4,21/10/2020 16:32:02,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,22,1,1,Screen 1,advancementZone,response_button_image,2063.99,,,green.png,1,0,1,0,,,,,,Break,,green.png,,,,,,,,,
44,1.60331E+12,21/10/2020 20:32:15,1.60331E+12,-4,21/10/2020 16:32:14,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,26,1,1,Screen 1,buttonD,response_button_image,11298,,,gaz.png,1,1,0,0,,,,,2,Recalling,gaz.png,,,,,which_gaz.mp3,gaz.png,pru.png,stad.png,zeb.png,
45,1.60331E+12,21/10/2020 20:32:23,1.60331E+12,-4,21/10/2020 16:32:22,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,28,2,1,Screen 1,buttonB,response_button_image,8377.21,,,zeb.png,1,0,1,0,,,,,2,Recalling,stad.png,,,,,which_stad.mp3,gaz.png,stad.png,wilp.png,zeb.png,
46,1.60331E+12,21/10/2020 20:32:31,1.60331E+12,-4,21/10/2020 16:32:28,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,24,3,1,Screen 1,buttonB,response_button_image,5899.06,,,wilp.png,1,0,1,0,,,,,2,Recalling,blap.png,,,,,which_blap.mp3,blap.png,stad.png,pru.png,wilp.png,
47,1.60331E+12,21/10/2020 20:32:33,1.60331E+12,-4,21/10/2020 16:32:32,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,30,4,1,Screen 1,buttonB,response_button_image,3789.44,,,stad.png,1,0,1,0,,,,,2,Recalling,zeb.png,,,,,which_zeb.mp3,gaz.png,blap.png,zeb.png,stad.png,
48,1.60331E+12,21/10/2020 20:32:38,1.60331E+12,-4,21/10/2020 16:32:37,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,27,5,1,Screen 1,buttonD,response_button_image,4774.895,,,bink.png,1,0,1,0,,,,,2,Recalling,pru.png,,,,,which_pru.mp3,bink.png,doff.png,pru.png,blap.png,
49,1.60331E+12,21/10/2020 20:32:46,1.60331E+12,-4,21/10/2020 16:32:45,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,23,6,1,Screen 1,buttonC,response_button_image,7504.65,,,bink.png,1,1,0,0,,,,,2,Recalling,bink.png,,,,,which_bink.mp3,zeb.png,bink.png,doff.png,gaz.png,
50,1.60331E+12,21/10/2020 20:32:50,1.60331E+12,-4,21/10/2020 16:32:49,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,25,7,1,Screen 1,buttonB,response_button_image,4445.43,,,doff.png,1,1,0,0,,,,,2,Recalling,doff.png,,,,,which_doff.mp3,wilp.png,blap.png,bink.png,doff.png,
51,1.60331E+12,21/10/2020 20:32:58,1.60331E+12,-4,21/10/2020 16:32:57,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,29,8,1,Screen 1,buttonD,response_button_image,7910.755,,,pru.png,1,0,1,0,,,,,2,Recalling,wilp.png,,,,,which_wilp.mp3,pru.png,doff.png,bink.png,wilp.png,
52,1.60331E+12,21/10/2020 20:33:00,1.60331E+12,-4,21/10/2020 16:32:59,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,31,1,1,Screen 1,advancementZone,response_button_image,1782.795,,,green.png,1,0,1,0,,,,,,End,,green.png,,,,,,,,,
53,1.60331E+12,21/10/2020 20:33:00,1.60331E+12,-4,21/10/2020 16:32:59,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,,,END TASK,,,,,286854,,,,,0,1,0,,,,,,,,,,,,,,,,,
1,1.60331E+12,21/10/2020 20:16:13,1.60331E+12,-4,21/10/2020 16:16:04,23213,10,task-o6yv,,7374582,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.60331E+12,21/10/2020 20:16:13,1.60331E+12,-4,21/10/2020 16:16:09,23213,10,task-o6yv,,7374582,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,1,1,1,Screen 1,advancementZone,response_button_image,3655.945,,,green.png,1,0,1,0,,,,,,intro,,green.png,,,,,,,,,
3,1.60331E+12,21/10/2020 20:16:17,1.60331E+12,-4,21/10/2020 16:16:17,23213,10,task-o6yv,,7374582,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,17,1,1,LearningTrial1,Zone3,content_audio,7878.595,,,,,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
